fragmentNumber	chrom	start	end
1078	3R	29200000	29300000
1079	3R	29300000	29400000
1080	3R	29400000	29500000
1081	3R	29500000	29600000
1082	3R	29600000	29700000
1083	3R	29700000	29800000
1084	3R	29800000	29900000
1085	3R	29900000	30000000
1086	3R	30000000	30100000
1087	3R	30100000	30200000
1088	3R	30200000	30300000
1089	3R	30300000	30400000
1090	3R	30400000	30500000
1091	3R	30500000	30600000
1092	3R	30600000	30700000
1093	3R	30700000	30800000
1094	3R	30800000	30900000
1095	3R	30900000	31000000
1096	3R	31000000	31100000
1097	3R	31100000	31200000
1098	3R	31200000	31300000
1099	3R	31300000	31400000
1100	3R	31400000	31500000
1101	3R	31500000	31600000
1102	3R	31600000	31700000
1103	3R	31700000	31800000
1104	3R	31800000	31900000
1105	3R	31900000	32000000
1106	3R	32000000	32079330
1107	X	0	100000
1108	X	100000	200000
1109	X	200000	300000
1110	X	300000	400000
1111	X	400000	500000
1112	X	500000	600000
1113	X	600000	700000
1114	X	700000	800000
1115	X	800000	900000
1116	X	900000	1000000
1117	X	1000000	1100000
1118	X	1100000	1200000
1119	X	1200000	1300000
1120	X	1300000	1400000
1121	X	1400000	1500000
1122	X	1500000	1600000
1123	X	1600000	1700000
1124	X	1700000	1800000
1125	X	1800000	1900000
1126	X	1900000	2000000
1127	X	2000000	2100000
1128	X	2100000	2200000
1129	X	2200000	2300000
1130	X	2300000	2400000
1131	X	2400000	2500000
1132	X	2500000	2600000
1133	X	2600000	2700000
1134	X	2700000	2800000
1135	X	2800000	2900000
1136	X	2900000	3000000
1137	X	3000000	3100000
1138	X	3100000	3200000
1139	X	3200000	3300000
1140	X	3300000	3400000
1141	X	3400000	3500000
1142	X	3500000	3600000
1143	X	3600000	3700000
1144	X	3700000	3800000
1145	X	3800000	3900000
1146	X	3900000	4000000
1147	X	4000000	4100000
1148	X	4100000	4200000
1149	X	4200000	4300000
1150	X	4300000	4400000
1151	X	4400000	4500000
1152	X	4500000	4600000
1153	X	4600000	4700000
1154	X	4700000	4800000
1155	X	4800000	4900000
1156	X	4900000	5000000
1157	X	5000000	5100000
1158	X	5100000	5200000
1159	X	5200000	5300000
1160	X	5300000	5400000
1161	X	5400000	5500000
1162	X	5500000	5600000
1163	X	5600000	5700000
1164	X	5700000	5800000
1165	X	5800000	5900000
1166	X	5900000	6000000
1167	X	6000000	6100000
1168	X	6100000	6200000
1169	X	6200000	6300000
1170	X	6300000	6400000
1171	X	6400000	6500000
1172	X	6500000	6600000
1173	X	6600000	6700000
1174	X	6700000	6800000
1175	X	6800000	6900000
1176	X	6900000	7000000
1177	X	7000000	7100000
1178	X	7100000	7200000
1179	X	7200000	7300000
1180	X	7300000	7400000
1181	X	7400000	7500000
1182	X	7500000	7600000
1183	X	7600000	7700000
1184	X	7700000	7800000
1185	X	7800000	7900000
1186	X	7900000	8000000
1187	X	8000000	8100000
1188	X	8100000	8200000
1189	X	8200000	8300000
1190	X	8300000	8400000
1191	X	8400000	8500000
1192	X	8500000	8600000
1193	X	8600000	8700000
1194	X	8700000	8800000
1195	X	8800000	8900000
1196	X	8900000	9000000
1197	X	9000000	9100000
1198	X	9100000	9200000
1199	X	9200000	9300000
1200	X	9300000	9400000
1201	X	9400000	9500000
1202	X	9500000	9600000
1203	X	9600000	9700000
1204	X	9700000	9800000
1205	X	9800000	9900000
1206	X	9900000	10000000
1207	X	10000000	10100000
1208	X	10100000	10200000
1209	X	10200000	10300000
1210	X	10300000	10400000
1211	X	10400000	10500000
1212	X	10500000	10600000
1213	X	10600000	10700000
1214	X	10700000	10800000
1215	X	10800000	10900000
1216	X	10900000	11000000
1217	X	11000000	11100000
1218	X	11100000	11200000
1219	X	11200000	11300000
1220	X	11300000	11400000
1221	X	11400000	11500000
1222	X	11500000	11600000
1223	X	11600000	11700000
1224	X	11700000	11800000
1225	X	11800000	11900000
1226	X	11900000	12000000
1227	X	12000000	12100000
1228	X	12100000	12200000
1229	X	12200000	12300000
1230	X	12300000	12400000
1231	X	12400000	12500000
1232	X	12500000	12600000
1233	X	12600000	12700000
1234	X	12700000	12800000
1235	X	12800000	12900000
1236	X	12900000	13000000
1237	X	13000000	13100000
1238	X	13100000	13200000
1239	X	13200000	13300000
1240	X	13300000	13400000
1241	X	13400000	13500000
1242	X	13500000	13600000
1243	X	13600000	13700000
1244	X	13700000	13800000
1245	X	13800000	13900000
1246	X	13900000	14000000
1247	X	14000000	14100000
1248	X	14100000	14200000
1249	X	14200000	14300000
1250	X	14300000	14400000
1251	X	14400000	14500000
1252	X	14500000	14600000
1253	X	14600000	14700000
1254	X	14700000	14800000
1255	X	14800000	14900000
1256	X	14900000	15000000
1257	X	15000000	15100000
1258	X	15100000	15200000
1259	X	15200000	15300000
1260	X	15300000	15400000
1261	X	15400000	15500000
1262	X	15500000	15600000
1263	X	15600000	15700000
1264	X	15700000	15800000
1265	X	15800000	15900000
1266	X	15900000	16000000
1267	X	16000000	16100000
1268	X	16100000	16200000
1269	X	16200000	16300000
1270	X	16300000	16400000
1271	X	16400000	16500000
1272	X	16500000	16600000
1273	X	16600000	16700000
1274	X	16700000	16800000
1275	X	16800000	16900000
1276	X	16900000	17000000
1277	X	17000000	17100000
1278	X	17100000	17200000
1279	X	17200000	17300000
1280	X	17300000	17400000
1281	X	17400000	17500000
1282	X	17500000	17600000
1283	X	17600000	17700000
1284	X	17700000	17800000
1285	X	17800000	17900000
1286	X	17900000	18000000
1287	X	18000000	18100000
1288	X	18100000	18200000
1289	X	18200000	18300000
1290	X	18300000	18400000
1291	X	18400000	18500000
1292	X	18500000	18600000
1293	X	18600000	18700000
1294	X	18700000	18800000
1295	X	18800000	18900000
1296	X	18900000	19000000
1297	X	19000000	19100000
1298	X	19100000	19200000
1299	X	19200000	19300000
1300	X	19300000	19400000
1301	X	19400000	19500000
1302	X	19500000	19600000
1303	X	19600000	19700000
1304	X	19700000	19800000
1305	X	19800000	19900000
1306	X	19900000	20000000
1307	X	20000000	20100000
1308	X	20100000	20200000
1309	X	20200000	20300000
1310	X	20300000	20400000
1311	X	20400000	20500000
1312	X	20500000	20600000
1313	X	20600000	20700000
1314	X	20700000	20800000
1315	X	20800000	20900000
1316	X	20900000	21000000
1317	X	21000000	21100000
1318	X	21100000	21200000
1319	X	21200000	21300000
1320	X	21300000	21400000
1321	X	21400000	21500000
1322	X	21500000	21600000
1323	X	21600000	21700000
1324	X	21700000	21800000
1325	X	21800000	21900000
1326	X	21900000	22000000
1327	X	22000000	22100000
1328	X	22100000	22200000
1329	X	22200000	22300000
1330	X	22300000	22400000
1331	X	22400000	22500000
1332	X	22500000	22600000
1333	X	22600000	22700000
1334	X	22700000	22800000
1335	X	22800000	22900000
1336	X	22900000	23000000
1337	X	23000000	23100000
1338	X	23100000	23200000
1339	X	23200000	23300000
1340	X	23300000	23400000
1341	X	23400000	23500000
1342	X	23500000	23542270
